Reporter	Partner	Item	Element	Year	Unit	Value	Flag
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1990	Head	146	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1991	Head	362	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1992	Head	5443	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1993	Head	3068	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1994	Head	22681	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1995	Head	38737	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1996	Head	18214	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1997	Head	30471	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	1998	Head	7361	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	2000	Head	7493	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	2001	Head	36	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	2006	Head	25	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	2007	Head	19	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	2008	Head	245	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Quantity	2009	Head	283	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1987	1000 US$	281	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1988	1000 US$	15	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1989	1000 US$	21	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1990	1000 US$	69	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1991	1000 US$	179	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1992	1000 US$	955	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1993	1000 US$	1307	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1994	1000 US$	3806	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1995	1000 US$	8252	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1996	1000 US$	4878	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1997	1000 US$	5153	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	1998	1000 US$	1370	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	2000	1000 US$	1059	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	2001	1000 US$	11	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	2006	1000 US$	6	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	2007	1000 US$	8	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	2008	1000 US$	167	Official data
Argentina	Bolivia (Plurinational State of)	Cattle	Export Value	2009	1000 US$	181	Official data
Argentina	Uruguay	Cattle	Import Quantity	1986	Head	24	Official data
Argentina	Uruguay	Cattle	Import Quantity	1987	Head	23	Official data
Argentina	Uruguay	Cattle	Import Quantity	1988	Head	1156	Official data
Argentina	Uruguay	Cattle	Import Quantity	1990	Head	18	Official data
Argentina	Uruguay	Cattle	Import Quantity	1991	Head	166	Official data
Argentina	Uruguay	Cattle	Import Quantity	1992	Head	212420	Official data
Argentina	Uruguay	Cattle	Import Quantity	1993	Head	1443	Official data
Argentina	Uruguay	Cattle	Import Quantity	1994	Head	588	Official data
Argentina	Uruguay	Cattle	Import Quantity	1995	Head	524	Official data
Argentina	Uruguay	Cattle	Import Quantity	1996	Head	3	Official data
Argentina	Uruguay	Cattle	Import Quantity	1997	Head	3964	Official data
Argentina	Uruguay	Cattle	Import Quantity	1998	Head	19264	Official data
Argentina	Uruguay	Cattle	Import Quantity	1999	Head	4811	Official data
Argentina	Uruguay	Cattle	Import Quantity	2000	Head	6381	Official data
Argentina	Uruguay	Cattle	Import Quantity	2001	Head	85	Official data
Argentina	Uruguay	Cattle	Import Quantity	2002	Head	4	Official data
Argentina	Uruguay	Cattle	Import Quantity	2003	Head	94	Official data
Argentina	Uruguay	Cattle	Import Quantity	2004	Head	313	Official data
Argentina	Uruguay	Cattle	Import Quantity	2005	Head	178	Official data
Argentina	Uruguay	Cattle	Import Quantity	2006	Head	22	Official data
Argentina	Uruguay	Cattle	Import Value	1986	1000 US$	48	Official data
Argentina	Uruguay	Cattle	Import Value	1987	1000 US$	25	Official data
Argentina	Uruguay	Cattle	Import Value	1988	1000 US$	249	Official data
Argentina	Uruguay	Cattle	Import Value	1990	1000 US$	18	Official data
Argentina	Uruguay	Cattle	Import Value	1991	1000 US$	66	Official data
Argentina	Uruguay	Cattle	Import Value	1992	1000 US$	18717	Official data
Argentina	Uruguay	Cattle	Import Value	1993	1000 US$	526	Official data
Argentina	Uruguay	Cattle	Import Value	1994	1000 US$	78	Official data
Argentina	Uruguay	Cattle	Import Value	1995	1000 US$	119	Official data
Argentina	Uruguay	Cattle	Import Value	1996	1000 US$	5	Official data
Argentina	Uruguay	Cattle	Import Value	1997	1000 US$	3293	Official data
Argentina	Uruguay	Cattle	Import Value	1998	1000 US$	18854	Official data
Argentina	Uruguay	Cattle	Import Value	1999	1000 US$	4385	Official data
Argentina	Uruguay	Cattle	Import Value	2000	1000 US$	5209	Official data
Argentina	Uruguay	Cattle	Import Value	2001	1000 US$	25	Official data
Argentina	Uruguay	Cattle	Import Value	2002	1000 US$	13	Official data
Argentina	Uruguay	Cattle	Import Value	2003	1000 US$	28	Official data
Argentina	Uruguay	Cattle	Import Value	2004	1000 US$	99	Official data
Argentina	Uruguay	Cattle	Import Value	2005	1000 US$	47	Official data
Argentina	Uruguay	Cattle	Import Value	2006	1000 US$	50	Official data
Argentina	Uruguay	Cattle	Export Quantity	1986	Head	9	Official data
Argentina	Uruguay	Cattle	Export Quantity	1987	Head	23	Official data
Argentina	Uruguay	Cattle	Export Quantity	1988	Head	6	Official data
Argentina	Uruguay	Cattle	Export Quantity	1989	Head	24	Official data
Argentina	Uruguay	Cattle	Export Quantity	1990	Head	50	Official data
Argentina	Uruguay	Cattle	Export Quantity	1991	Head	803	Official data
Argentina	Uruguay	Cattle	Export Quantity	1992	Head	597	Official data
Argentina	Uruguay	Cattle	Export Quantity	1993	Head	101	Official data
Argentina	Uruguay	Cattle	Export Quantity	1994	Head	54	Official data
Argentina	Uruguay	Cattle	Export Quantity	2005	Head	11	Official data
Argentina	Uruguay	Cattle	Export Value	1986	1000 US$	21	Official data
Argentina	Uruguay	Cattle	Export Value	1987	1000 US$	13	Official data
Argentina	Uruguay	Cattle	Export Value	1988	1000 US$	16	Official data
Argentina	Uruguay	Cattle	Export Value	1989	1000 US$	28	Official data
Argentina	Uruguay	Cattle	Export Value	1990	1000 US$	54	Official data
Argentina	Uruguay	Cattle	Export Value	1991	1000 US$	115	Official data
Argentina	Uruguay	Cattle	Export Value	1992	1000 US$	192	Official data
Argentina	Uruguay	Cattle	Export Value	1993	1000 US$	35	Official data
Argentina	Uruguay	Cattle	Export Value	1994	1000 US$	13	Official data
Argentina	Uruguay	Cattle	Export Value	2005	1000 US$	29	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Quantity	2005	Head	875	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Quantity	2006	Head	1736	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Quantity	2007	Head	1492	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Quantity	2008	Head	10	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Value	2005	1000 US$	953	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Value	2006	1000 US$	1804	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Value	2007	1000 US$	1462	Official data
Argentina	Venezuela (Bolivarian Republic of)	Cattle	Export Value	2008	1000 US$	211	Official data
Argentina	Unspecified	Cattle	Import Quantity	1992	Head	9	Official data
Argentina	Unspecified	Cattle	Import Value	1992	1000 US$	64	Official data
Argentina	Unspecified	Cattle	Export Quantity	1999	Head	21041	Official data
Argentina	Unspecified	Cattle	Export Value	1999	1000 US$	3942	Official data
Argentina	Colombia	Cattle	Export Quantity	2009	Head	263	Official data
Argentina	Colombia	Cattle	Export Value	2009	1000 US$	222	Official data
Argentina	France	Cattle	Import Quantity	1987	Head	20	Official data
Argentina	France	Cattle	Import Value	1987	1000 US$	50	Official data
Argentina	Paraguay	Cattle	Import Quantity	1986	Head	6	Official data
Argentina	Paraguay	Cattle	Import Quantity	1988	Head	4	Official data
Argentina	Paraguay	Cattle	Import Quantity	1990	Head	6	Official data
Argentina	Paraguay	Cattle	Import Quantity	1991	Head	2	Official data
Argentina	Paraguay	Cattle	Import Quantity	1992	Head	140	Official data
Argentina	Paraguay	Cattle	Import Quantity	1995	Head	110	Official data
Argentina	Paraguay	Cattle	Import Quantity	1996	Head	31	Official data
Argentina	Paraguay	Cattle	Import Quantity	1997	Head	357	Official data
Argentina	Paraguay	Cattle	Import Quantity	1998	Head	1291	Official data
Argentina	Paraguay	Cattle	Import Quantity	1999	Head	15	Official data
Argentina	Paraguay	Cattle	Import Value	1986	1000 US$	2	Official data
Argentina	Paraguay	Cattle	Import Value	1988	1000 US$	4	Official data
Argentina	Paraguay	Cattle	Import Value	1990	1000 US$	3	Official data
Argentina	Paraguay	Cattle	Import Value	1991	1000 US$	22	Official data
Argentina	Paraguay	Cattle	Import Value	1992	1000 US$	43	Official data
Argentina	Paraguay	Cattle	Import Value	1995	1000 US$	26	Official data
Argentina	Paraguay	Cattle	Import Value	1996	1000 US$	12	Official data
Argentina	Paraguay	Cattle	Import Value	1997	1000 US$	224	Official data
Argentina	Paraguay	Cattle	Import Value	1998	1000 US$	1053	Official data
Argentina	Paraguay	Cattle	Import Value	1999	1000 US$	24	Official data
Argentina	Paraguay	Cattle	Export Quantity	1986	Head	421	Official data
Argentina	Paraguay	Cattle	Export Quantity	1987	Head	34	Official data
Argentina	Paraguay	Cattle	Export Quantity	1988	Head	10	Official data
Argentina	Paraguay	Cattle	Export Quantity	1989	Head	6	Official data
Argentina	Paraguay	Cattle	Export Quantity	1990	Head	95	Official data
Argentina	Paraguay	Cattle	Export Quantity	1991	Head	214	Official data
Argentina	Paraguay	Cattle	Export Quantity	1992	Head	804	Official data
Argentina	Paraguay	Cattle	Export Quantity	1993	Head	4931	Official data
Argentina	Paraguay	Cattle	Export Quantity	1994	Head	322374	Official data
Argentina	Paraguay	Cattle	Export Quantity	1995	Head	251530	Official data
Argentina	Paraguay	Cattle	Export Quantity	1996	Head	102168	Official data
Argentina	Paraguay	Cattle	Export Quantity	1997	Head	85240	Official data
Argentina	Paraguay	Cattle	Export Quantity	1998	Head	917	Official data
Argentina	Paraguay	Cattle	Export Quantity	2004	Head	1429	Official data
Argentina	Paraguay	Cattle	Export Quantity	2005	Head	151	Official data
Argentina	Paraguay	Cattle	Export Quantity	2006	Head	142	Official data
Argentina	Paraguay	Cattle	Export Quantity	2007	Head	439	Official data
Argentina	Paraguay	Cattle	Export Quantity	2008	Head	1318	Official data
Argentina	Paraguay	Cattle	Export Quantity	2009	Head	2026	Official data
Argentina	Paraguay	Cattle	Export Value	1986	1000 US$	174	Official data
Argentina	Paraguay	Cattle	Export Value	1987	1000 US$	15	Official data
Argentina	Paraguay	Cattle	Export Value	1988	1000 US$	5	Official data
Argentina	Paraguay	Cattle	Export Value	1989	1000 US$	2	Official data
Argentina	Paraguay	Cattle	Export Value	1990	1000 US$	41	Official data
Argentina	Paraguay	Cattle	Export Value	1991	1000 US$	119	Official data
Argentina	Paraguay	Cattle	Export Value	1992	1000 US$	478	Official data
Argentina	Paraguay	Cattle	Export Value	1993	1000 US$	1702	Official data
Argentina	Paraguay	Cattle	Export Value	1994	1000 US$	33294	Official data
Argentina	Brazil	Cattle	Import Quantity	1990	Head	99	Official data
Argentina	Brazil	Cattle	Import Quantity	1992	Head	2046	Official data
Argentina	Brazil	Cattle	Import Quantity	1993	Head	1014	Official data
Argentina	Brazil	Cattle	Import Quantity	1998	Head	104	Official data
Argentina	Brazil	Cattle	Import Quantity	1999	Head	160	Official data
Argentina	Brazil	Cattle	Import Quantity	2003	Head	2	Official data
Argentina	Brazil	Cattle	Import Value	1986	1000 US$	5	Official data
Argentina	Brazil	Cattle	Import Value	1988	1000 US$	10	Official data
Argentina	Brazil	Cattle	Import Value	1990	1000 US$	22	Official data
Argentina	Brazil	Cattle	Import Value	1992	1000 US$	296	Official data
Argentina	Brazil	Cattle	Import Value	1993	1000 US$	111	Official data
Argentina	Brazil	Cattle	Import Value	1998	1000 US$	59	Official data
Argentina	Brazil	Cattle	Import Value	1999	1000 US$	125	Official data
Argentina	Brazil	Cattle	Import Value	2003	1000 US$	2	Official data
Argentina	Brazil	Cattle	Export Quantity	1987	Head	94	Official data
Argentina	Brazil	Cattle	Export Quantity	1988	Head	28	Official data
Argentina	Brazil	Cattle	Export Quantity	1989	Head	403	Official data
Argentina	Brazil	Cattle	Export Quantity	1990	Head	1716	Official data
Argentina	Brazil	Cattle	Export Quantity	1991	Head	2295	Official data
Argentina	Brazil	Cattle	Export Quantity	1992	Head	2624	Official data
Argentina	Brazil	Cattle	Export Quantity	1993	Head	3538	Official data
Argentina	Brazil	Cattle	Export Quantity	1994	Head	25886	Official data
Argentina	Brazil	Cattle	Export Quantity	1995	Head	85231	Official data
Argentina	Brazil	Cattle	Export Quantity	1996	Head	7330	Official data
Argentina	Brazil	Cattle	Export Quantity	1997	Head	5563	Official data
Argentina	Brazil	Cattle	Export Quantity	1998	Head	1828	Official data
Argentina	Brazil	Cattle	Export Quantity	2000	Head	6528	Official data
Argentina	Brazil	Cattle	Export Quantity	2009	Head	213	Official data
Argentina	Brazil	Cattle	Export Value	1987	1000 US$	199	Official data
Argentina	Brazil	Cattle	Export Value	1988	1000 US$	66	Official data
Argentina	Brazil	Cattle	Export Value	1989	1000 US$	641	Official data
Argentina	Brazil	Cattle	Export Value	1990	1000 US$	1805	Official data
Argentina	Brazil	Cattle	Export Value	1991	1000 US$	1353	Official data
Argentina	Brazil	Cattle	Export Value	1992	1000 US$	1212	Official data
Argentina	Brazil	Cattle	Export Value	1993	1000 US$	1958	Official data
Argentina	Brazil	Cattle	Export Value	1994	1000 US$	6578	Official data
Argentina	Brazil	Cattle	Export Value	1995	1000 US$	24443	Official data
Argentina	Brazil	Cattle	Export Value	1996	1000 US$	2237	Official data
Argentina	Brazil	Cattle	Export Value	1997	1000 US$	1479	Official data
Argentina	Brazil	Cattle	Export Value	1998	1000 US$	903	Official data
Argentina	Brazil	Cattle	Export Value	2000	1000 US$	1121	Official data
Argentina	Brazil	Cattle	Export Value	2009	1000 US$	188	Official data
Argentina	Canada	Cattle	Import Quantity	1986	Head	29	Official data
Argentina	Canada	Cattle	Import Quantity	1987	Head	69	Official data
Argentina	Canada	Cattle	Import Quantity	1988	Head	13	Official data
Argentina	Canada	Cattle	Import Quantity	1990	Head	8	Official data
Argentina	Canada	Cattle	Import Quantity	1991	Head	38	Official data
Argentina	Canada	Cattle	Import Quantity	1992	Head	133	Official data
Argentina	Canada	Cattle	Import Quantity	1993	Head	35	Official data
Argentina	Canada	Cattle	Import Quantity	1994	Head	47	Official data
Argentina	Canada	Cattle	Import Quantity	1995	Head	23	Official data
Argentina	Canada	Cattle	Import Quantity	1996	Head	11	Official data
Argentina	Canada	Cattle	Import Quantity	1997	Head	25	Official data
Argentina	Canada	Cattle	Import Quantity	1998	Head	9	Official data
Argentina	Canada	Cattle	Import Quantity	1999	Head	11	Official data
